drug_id,trade_name,scientific_name,price,package,supplier,available,last_updated
3753,TALISTA 5 mg (14 tab),Tadalafil,140,14 Tab,Pharmacare Company,yes,2026-04-06
3749,TALISTA 10 mg (14 tab),Tadalafil,200,14 tab,Pharmacare Company,yes,2026-04-06
3752,TALISTA 10 mg (2 tab),Tadalafil,30,2 Tab,Pharmacare Company,yes,2026-04-06
3751,TALISTA 20 mg (1 tab),Tadalafil,25,1 Tab,Pharmacare Company,yes,2026-04-06
4337,Tailol Concentrated Suspension,Paracetamol100 mg/ 1 ml,21,15 ml,Pharmacare Company,yes,2026-04-06
3437,TAILOL FORTE 250 MG SUSPENSION (100 ML),Paracetamol 250 mg/ 5ml,18,ONE BOTTLE OF 100 ML / BOX,Pharmacare Company,yes,2026-04-06
3748,TALISTA 10 mg (1 tab),Tadalafil,20,1Tab,Pharmacare Company,yes,2026-04-06
2482,SYNALEX GEL 15 GM,each 1 g contains 0.25 Fluocinolone acetonide,25,ONE TUBE OF 15 G / BOX,Pharmacare Company,yes,2026-04-06
2476,SUPRAVIR 400 TABLETS (35 TAB),Aciclovir 400mg,40,35 TABLETS/ BOX,Pharmacare Company,yes,2026-04-06
2479,SUPRAVIR COLD SORES 2 G CREAM,Each 1 g contains 50 mg Aciclovir,20,ONE TUBE OF 2 G / BOX,Pharmacare Company,yes,2026-04-06
2480,SUPRAVIR SUSPENSION 200 MG (60 ML),Aciclovir 200 mg/5 ml,25,ONE BOTTLE OF 60 ML / BOX,Pharmacare Company,yes,2026-04-06
3651,SITAGLU-MET 50/850 TABLETS (56 TAB),Sitagliptin & Metformin,83,56 TABLETS / BOX,Pharmacare Company,yes,2026-04-06
2475,SUPRAVIR 200 TABLETS (30 TAB),Aciclovir 200mg,35,30 TABLETS / BOX,Pharmacare Company,yes,2026-04-06
3652,SITAGLU-MET 50/1000 TABLETS (56 TAB),Sitagliptin & Metformin,83,56 TABLETS / BOX,Pharmacare Company,yes,2026-04-06
4831,ROXOL THROAT SPRAY(SOLUTION) 20 ML,AMBROXOL HCL,21,20 ML,Pharmacare Company,yes,2026-04-06
4466,Quest 2.5 (30 tab),Apixaban 2.5mg,90,30 tab,Pharmacare Company,yes,2026-04-06
4264,QUEST 2.5MG TABLET (60 tab),APIXABAN,170,60 tabs,Pharmacare Company,yes,2026-04-06
4467,Quest 5 (30 tab),Apixaban 5mg,100,30 tab,Pharmacare Company,yes,2026-04-06
4265,QUEST 5MG TABLET (60 tab),APIXABAN,190,60 F.C.Tab,Pharmacare Company,yes,2026-04-06
2467,PROCTOCARE OINTMENT 30 GM,Each 1 g contains 0.1 mg  Fluocinolone acetonide and 20 mg Lidocain HCl,19,ONE TUBE OF 30 GM / BOX,Pharmacare Company,yes,2026-04-06
4829,Q-FEN SUSPENSION 100 ML,IBUPROFEN 100 MG/5ML,18,100 ML,Pharmacare Company,yes,2026-04-06
2455,NOSACARE METHO (15 ML) NASAL SOLUTION,Oxymetazoline HCl 0.05%,22,ONE METERED DOSE NASAL SPRAY OF 15 ML / BOX,Pharmacare Company,yes,2026-04-06
2457,NOSACARE No Drip with Metered Dose Pump (15 ML),Oxymetazoline HCl 0.05%,20,ONE METERED DOSE NASAL SPRAY OF 15 ML / BOX,Pharmacare Company,yes,2026-04-06
2454,NOSACARE EM (15 ML) NASAL SPRAY WITH METERED DOSE PUMP,Oxymetazoline HCl 0.05%,22,ONE METERED DOSE NASAL SPRAY OF 15 ML / BOX,Pharmacare Company,yes,2026-04-06
2564,PARTANE TAB 5MG  50),Trihexyphenidyl HCL 5 mg,32,50 tab,Alram Drug Store,yes,2026-04-06
2595,ROKACET PLUS CAP  24),Paracetamol-Codeine phosphate,45,24 CAP,Alram Drug Store,yes,2026-04-06
2583,URAMOX 250MG 30TAB,ACETAZOLAMID 250 mg,22,30 TAB,Alram Drug Store,yes,2026-04-06
5244,Veelbore 3.5 mg Powder for Solution for Injection,Bortezomib 3.5 mg,1900,8 ML/BOX,Pharmacare Store,yes,2026-04-06
2697,LOSARDEX PLUS T.50/12.5MG,Losartan potassium- hydrochlorothizide,19,30 TAB,Alram Drug Store,yes,2026-04-06
2580,MERCAPTIZOL 20MG 30TAB,Methimazole 20 mg,19,30 tab,Alram Drug Store,yes,2026-04-06
2489,TRAMAL 100 MG INJECTION (2 ML),Tramadol HCl 100 mg/ 2 ml,13,5 AMPOULES OF 2 ML / BOX,Pharmacare Store,yes,2026-04-06
2702,LOSARDEX TAB 50MG  30,Losartan potassium 50 mg,18,30 tab,Alram Drug Store,yes,2026-04-06
2650,ENALADEX 20MG  30 TAB,Enalapril Maleate,19,30 tab,Alram Drug Store,yes,2026-04-06
2624,DEXAMOL 500 MG CAP 50,Paracetamol,31,50 caplet,Alram Drug Store,yes,2026-04-06
2626,ALLORIL TAB 300MG  30),Allopurinol,18,30TAB,Alram Drug Store,yes,2026-04-06
4615,VULGA XR 55,Minocycline 55 mg (as HCl),59,30 tablets,Pharmacare Store,yes,2026-04-06
4616,VULGA XR 80,Minocycline 80 mg(as HCl),59,30 tablets,Pharmacare Store,yes,2026-04-06
4420,VULGA XR 105,Minocycline (as HCl),59,30 tab,Pharmacare Store,yes,2026-04-06
4585,ZOLECIN 1000 MG IV,Cefazolin (as sodium),9,1 VIAL,Pharmacare Store,yes,2026-04-06
3501,SOLOSERT 100 TAB,SERTRALINE,40,30 tab / Box,Pharmacare Store,yes,2026-04-06
3500,SOLOSERT 50 TAB,SERTRALINE,25,30 tab / Box,Pharmacare Store,yes,2026-04-06
2610,FLEET ENEMA SINGLE,Sod.biphosph16 gm  +Sod.phosph.6gm,15,133 ML,Alram Drug Store,yes,2026-04-06
2640,NORMALOL 25MG 30 TAB,Atenolol,13,30 tab,Alram Drug Store,yes,2026-04-06
2649,ENALADEX 10MG  30 TAB,Enalapril Maleate,15,30 tab,Alram Drug Store,yes,2026-04-06
5187,SUNITINIB PHARMACARE 12.5 MG 30 CAPSULE,SUNITINIB,2368,30 CAP,Pharmacare Store,yes,2026-04-06
2596,ETOPAN  400MG 30 TAB,Etodolac 400 mg,95,30 TAB,Alram Drug Store,yes,2026-04-06
207,DEXAMETHASONE 2MG  50 TAB,DEXAMETHASONE 2MG,174,50 TAB,Alwaleed Drug Store,yes,2026-04-06
227,GLYCERIN CHILD   SUPP,GLYCERINE 1GM,10,5 SUPP,Alwaleed Drug Store,yes,2026-04-06
253,MAALOX PLUS SUSP,"ALUMINIUM HYDROXIDE 220MG, MAGNESIUM HYDROXIDE 195MG, SIMETHICONE 25MG / 5ML",37,355 ML.,Alwaleed Drug Store,yes,2026-04-06
252,MAALOX PLUS  TAB.,"ALUMINIUM HYDROXIDE 200MG, MAGNESIUM HYDROXIDE 200MG, SIMETHICONE 25MG",26,40 TAB,Alwaleed Drug Store,yes,2026-04-06
254,MAALOX SUSP,"ALUMINIUM HYDROXIDE 220MG, MAGNESIUM HYDROXIDE 195MG  / 5ML",31,355 ML.,Alwaleed Drug Store,yes,2026-04-06
267,NEOMYCIN SULPHATE 500MG  TAB,NEOMYCINE SULPHATE 500MG,50,20 Tab,Alwaleed Drug Store,yes,2026-04-06
274,PAPAVERINE 80 MG  TAB,PAPAVERINE HCL 80MG,77,30,Alwaleed Drug Store,yes,2026-04-06
324,TERBULIN  SYRUP,TERUTALINE SULFATE 1.5MG / 5ML,10,115 ML,Alwaleed Drug Store,yes,2026-04-06
3498,RAXIROX 250 mg Dipersible Tab .,Deferasirox,1956,30 Tab,Pharmacare Store,yes,2026-04-05
3497,RAXIROX 500 mg Dipersible Tab .,Defersirox,3293,28 Tab,Pharmacare Store,yes,2026-04-05
3673,PURLEX 10 mg,Escitalopram as Oxalate,36,30 tab,Pharmacare Store,yes,2026-04-05
3674,Purlex 20 mg,Escitalopram as Oxalate,52,30 tab,Pharmacare Store,yes,2026-04-05
3672,Purlex 5 mg,Escitalopram as Oxalate,19,30 tab,Pharmacare Store,yes,2026-04-05
4715,PEMITRA 500 MG,PEMETREXED,3720,1 VIAL,Pharmacare Store,yes,2026-04-05
5873,Pazopanib Pharmacare 200 mg FCT (30 tab)<span class='flash'> new </span>,Pazopanib,1880,30 tab,Pharmacare Store,yes,2026-04-05
5871,Pazopanib Pharmacare 400 mg FCT (30 tab)<span class='flash'> new </span>,Pazopanib,3887,30 TAB,Pharmacare Store,yes,2026-04-05
4698,PREDONE SYRUP 15 MG/ 5ML,PREDNISOLONE,30,120 ML,Pharmacare Store,yes,2026-04-05
4418,Laroza 120,Lurasidone Hydrochloride 120mg,250,30  film coated tab,Pharmacare Store,yes,2026-04-05
4415,Laroza 40,Lurasidone Hydrochloride 40 mg,250,30 tab,Pharmacare Store,yes,2026-04-05
4414,Laroza 20,Lurasidone Hydrochloride 20 mg,250,30 tab,Pharmacare Store,yes,2026-04-05
4416,Laroza 80,Lurasidone Hydrochloride 80mg,250,30 tab,Pharmacare Store,yes,2026-04-05
5219,IRINOTECAN THYMOORGAN 40 MG/2ML  VIAL,IRINOTECAN THYMOORGAN,71,2 ML VIAL,Pharmacare Store,yes,2026-04-05
4783,GABAPENTIN HIKMA 100 MG 20 CAP,Gabapentin 100 mg,9,20 capsule /box,Pharmacare Store,yes,2026-04-05
4784,GABAPENTIN HIKMA 300 MG 50 CAP,Gabapentin 300 mg,46,50 capsule,Pharmacare Store,yes,2026-04-05
4785,GABAPENTIN HIKMA 400 MG 50 CAP,Gabapentin 400 mg,54,50 Capsules / Box,Pharmacare Store,yes,2026-04-05
5186,GABAPENTIN HIKMA 600 MG 30 TABLETS,GABAPENTIN,70,30 TAB,Pharmacare Store,yes,2026-04-05
5185,GABAPENTIN HIKMA 800 MG 30 TABLETS,GABAPENTIN,85,30 TAB,Pharmacare Store,yes,2026-04-05
4253,Epitam 250 mg (30 tab),Levetiracetam 250mg,41,30 Tab,Pharmacare Store,yes,2026-04-05
4252,Epitam 500mg (30 tab),Levetiracetam 500mg,65,30 Tab,Pharmacare Store,yes,2026-04-05
4261,EPITAM 750MG 30 FCT,LEVETIRACETAM,85,30 TAB,Pharmacare Store,yes,2026-04-05
4230,Epitam Syrup 100 mg/ml,Levetiracetam 100mg/ml,87,syrup of 150 ml,Pharmacare Store,yes,2026-04-05
4424,Ecoclav BID CHEW TAB,Amoxicillin 400 (as trihydrate) and Clavulanic acid 57 (as potassium),34,18 TAB,Pharmacare Store,yes,2026-04-05
4428,Ecoclav BID 1000 (875/125)- 10 TAB,Amoxicillin (as trihydrate) and Clavulanic acid (as potassium),28,10 tab,Pharmacare Store,yes,2026-04-05
4422,Ecoclav BID 1000 (875/125)- 14TAB,Amoxicillin as trihydrate 875mg + Clavulanic acid as potassium 125mg,35,14 tab,Pharmacare Store,yes,2026-04-05
4433,ECOCLAV BID 400MG 70 ML SUSP,Amoxicillin (as trihydrate) 400 MG and Clavulanic acid (as potassium) 57 MG,23,70ml susp,Pharmacare Store,yes,2026-04-05
4426,Ecoclav BID 600 Suspention,Amoxicillin (as trihydrate) and Clavulanic acid (as potassium),21,75 ml susp,Pharmacare Store,yes,2026-04-05
4361,Primo,Ipratropium bromide & Xylometazoline HCl,30,nasal spray with metered dose pumb 10ml,Pharmacare Company,yes,2026-04-05
2466,PIDOGREL 75 MG TABLETS (30 TAB),Clopidogrel75MG,50,30 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
2465,PEPTIPAC,EACH: CAPSULE CONTAINS 20 MG OMEPRAZOLE. TABLET CONTAINS 1000 MG AMOXICILLIN.  TABLET CONTAINS 500 MG CLARITHROMYCIN.,85,28 TABLETS AND 14 CAPSULES= 42 TABLETS AND CAPSULES / BOX,Pharmacare Company,yes,2026-04-05
2459,PARACOD  TABLETS (20 TAB),Paracetamol 325 mgand 20 mg Codeine phosphate,19,20 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
4340,MOXIFLOX 400 MG TABLETS (7 TAB),Moxifloxacin HCl,53,7 TAB/ Box,Pharmacare Company,yes,2026-04-05
2448,MOVALIS 15 MG TABLETS (10 TAB),Meloxicam15 mg,24,10 TABLETS/ BOX,Pharmacare Company,yes,2026-04-05
2449,MOVALIS 15 MG TABLETS (30 TAB),Meloxicam15 mg,64,30 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
2450,Movalis 7.5 Tablets (20 tab),Meloxicam7.5 mg,35,20 Tablets/ box,Pharmacare Company,yes,2026-04-05
2445,MONTIKAST 10 MG TABLETS (30 TAB),Montileukast 10 mg,65,30 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
2443,MEGACARE FORTE  SUSPENSION 60 ML,Flucloxacillin125mg  and 250 Ampicillin,18,ONE BOTTLE OF 60 ML / BOX,Pharmacare Company,yes,2026-04-05
2444,MEGACARE FORTE CAPSULES (16 CAP),Flucloxacillin 250mg and 500 mg Ampicillin,30,16 CAPSULES / BOX,Pharmacare Company,yes,2026-04-05
2439,LORADIN 10MG TABLET (10 TAB),Loratadine10 mg,22,10 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
2436,LIPOROSE 10 TABLETS (30 TAB),Rosuvastatin 10mg,67,30 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
2437,LIPOROSE 20 TABLETS (30 TAB),Rosuvastatin 20mg,99,30 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
2434,LAMIFAST 1% TOPICAL SPRAY,Each 1 ml contains 10 mg  Terbinafine HCl.,20,ONE TOPICAL SPRAY OF 15 ML / BOX,Pharmacare Company,yes,2026-04-05
2435,LAMIFAST CREAM 15 GM,Each 1 gram contains 10 mg Terbinafine HCL.,25,ONE TUBE OF 15 G / BOX,Pharmacare Company,yes,2026-04-05
2432,KLARICARE 500 MG TABLETS (15 TAB),Clarithromycin500mg,60,15 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
2433,KLARICARE XL 500 EXTENDED RELEASE TABLETS (7 TAB),Clarithromycin 500mg,40,7 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
2426,KETORAL 2% SHAMPOO 60 ML,Each 1 gram contains 20 mg Ketoconazole,24,ONE BOTTLE OF 60 ML / BOX,Pharmacare Company,yes,2026-04-05
2423,IODOCARE  SOLUTION 10%  4 LTR.,Each 100 ml contains 10 g Povidone iodine.,108,ONE BOTTLE OF 4 LITERS,Pharmacare Company,yes,2026-04-05
2422,IODOCARE  SURGICAL SCRUB 7.5%  4 LTR.,Povidone Iodine.7.5 %,108,ONE BOTTLE OF 4 LITERS,Pharmacare Company,yes,2026-04-05
2420,GLUCOCARE  5 MG TABLETS (100 TAB),Glibenclamide 5MG,20,100 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
4555,PEMETREXED TARO 1000 MG VIAL,PEMETREXED 1000 MG,7440,1 VIAL,Alram Drug Store,yes,2026-04-05
4363,Fluaminic Day Time cold and cough syrup,phenylephrine HCl and Dextromethorphan HBr,27,120 ml,Pharmacare Company,yes,2026-04-05
4362,Fluaminic Night Time cold and cough syrup,phenylephrine HCl and Diphenylhydramine HCl,27,120 ml,Pharmacare Company,yes,2026-04-05
2411,FLUAMINIC SYRUP 120 ML,"Chlorpheniramine Maleate1 mg , 160 mg acetaminophen, 7.5 mg of Dextromethorphan HBr, and 15 mg Pseudoephedrine HCl.",20,ONE BOTTLE OF 120 ML / BOX,Pharmacare Company,yes,2026-04-05
2568,NYSTATIN READY MIX 30 ML,"Nystatin 100,000 IU",18,30ml,Alram Drug Store,yes,2026-04-05
4463,FluAminic Cough & Congestion,Dextromethorphan HBr  (5 mg) and Guaifenesin (100 mg),27,120 ml,Pharmacare Company,yes,2026-04-05
4851,FEXOEZ SUSPENSION 120 ML,FEXOFENADINE HCL,20,120ML,Pharmacare Company,yes,2026-04-05
4188,Heparin sod> tv,heparin sodium,115,5 vial,Teva,yes,2026-04-05
4579,OLANZAPINE 5MG ODT (28 DISSOLVE TAB),OLANZAPINE 5MG,82,28 DISSOLVES TABLETS,Teva,yes,2026-04-05
2560,ROKACET 20 CAP,Paracetamol-Codeine phosphate,24,20 CAP,Alram Drug Store,yes,2026-04-05
5002,Prexolan 5MG ODT,Olanzapine,85,30 ODT tablet,Jepharm Co.,yes,2026-04-05
6,BRONCHOLATE SYR.NEW FORMU 120 ML,pseudoephedrine HCL 20mg   diphenhydramine HCL 10mg,31,120 ml,AL- JAZEERA DRUG STORE,yes,2026-04-05
15,KALBETEN 262 MG 20 TAB,bismuth subsalicylate 262mg each tab contains approx 7 mg sodium,35,20 Tab,AL- JAZEERA DRUG STORE,yes,2026-04-05
7,‎BRONCHOLATE‎ ‎PLUS‎  ‎20‎ ‎TAB,pseudoephedrine HCL 30mg   diphenhydramine HCL 20mg paracetamol 400mg,21,20Tab,AL- JAZEERA DRUG STORE,yes,2026-04-05
13,GLYCERIN SUPP ADULT  20,glycerin 2.35g,19,20 supp,AL- JAZEERA DRUG STORE,yes,2026-04-05
5,‎BRONCHOLATE‎ ‎FORTE‎ ‎SYR‎.‎NEW 120 ml,pseudoephedrine HCL 20mg   diphenhydramine HCL 10mg codeine phosphate 5mg,31,120 ml,AL- JAZEERA DRUG STORE,yes,2026-04-05
5613,BRONCHO D SYR 120 ML,"Ammonium chloride 136mg, Diphenhydramine hydrochloride 10mg",31,120 ml,AL- JAZEERA DRUG STORE,yes,2026-04-05
11,EASYLAX 120MG  20 TAB,phenolphtalein yellow 120mg,26,20 Tab,AL- JAZEERA DRUG STORE,yes,2026-04-05
14,GLYCERIN CHILD  5 SUPP,glycerin 1.33g,10,5 supp,AL- JAZEERA DRUG STORE,yes,2026-04-05
3,BRONCHOKID SYR.120ML,pseudoephedrine HCL 20mg   diphenhydramine HCL 10mg,31,120 ml,AL- JAZEERA DRUG STORE,yes,2026-04-05
3971,OCTANATE 1000 IU,Factor VIII,2124,1 VIAL,MASROUJI CO.,yes,2026-04-05
3970,OCTANATE 500 IU,Factor VIII,788,1 VIAL,MASROUJI CO.,yes,2026-04-05
5490,EMLA 5% CREAM,"LIDOCAINE 2.5 %,PRILOCAINE 2.5 %",90,30 G TUBE,Beit Hanina Drug Store,yes,2026-04-05
953,EXIDOL 24 TAB,"Acetylsalicylic acid, Paracetamol & Caffeine",29,24 TAB,Beit Hanina Drug Store,yes,2026-04-05
5150,EXIDOL CAP 50 CAPLETS,"250mg Paracetamol, 250 mg Acetylsalicylic, 65mg Caffeine",55,50 CAPLETS,Beit Hanina Drug Store,yes,2026-04-05
5429,EZOMAX 40 MG 14 CAP,ESOMEPRAZOLE,21,14 CAP,Pharmacare Company,yes,2026-04-05
3624,EZOMAX 40 MG CAPSULE (28 CAPSULES),Esomeprazole,39,28 CAPSULES / BOX,Pharmacare Company,yes,2026-04-05
2408,Ezomax 20 mg Capsules (30 Capsules),Ezomeprazole 20 mg,30,30 Capsules/ box,Pharmacare Company,yes,2026-04-05
3623,EZOMAX 20 (28 CAPSULES),Esomeprazole,28,28 CAPSULES / BOX,Pharmacare Company,yes,2026-04-05
4370,Etorix 90 (10 tab),Etoricoxib 90mg,32,10 tab,Pharmacare Company,yes,2026-04-05
4371,Etorix 90 (5 tab),Etoricoxib 90mg,18,5 tab,Pharmacare Company,yes,2026-04-05
2405,ERYTHROCARE  400 MG SUSPENSION 60 ml,Erythromycin 400 mg/ 5 ml,20,60 ml,Pharmacare Company,yes,2026-04-05
4334,D-Triol 0.5 Mcg Soft Gelatin Capsules (30 cap),Calcitriol 0.5 mcg,42,30 CAP,Pharmacare Company,yes,2026-04-05
4461,Dolarit 500 (20 tab),Etodolac,92,20 tab,Pharmacare Company,yes,2026-04-05
4462,Dolarit 500 (30 tab),Etodolac,138,30 TAB/box,Pharmacare Company,yes,2026-04-05
4460,Dolarit 400 (20 tab),Etodolac,63,20 tab,Pharmacare Company,yes,2026-04-05
4459,Dolarit 400 MG 30 TAB,Etodolac,95,30 tab / box,Pharmacare Company,yes,2026-04-05
5508,DICAN 150 MG 3 CAP,FLUCONAZOLE,54,3 CAP,Pharmacare Company,yes,2026-04-05
2398,DERMACARE CREAM 30 GM,Each 1 g contains 0.5 mg clobetasol propionate.,18,ONE TUBE OF 30 G / BOX,Pharmacare Company,yes,2026-04-05
3742,DELAYMAX 30 (3 tab),Dapoxetine  30 mg,45,3 Tab,Pharmacare Company,yes,2026-04-05
2396,DELAYMAX 30 MG TABLETS (4 TABLETS),Dapoxetine 30 mg,60,4 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
2397,DELAYMAX FORTE 60 MG (4 TABLETS),Dapoxetine 60 mg,80,4 TABLETS / BOX,Pharmacare Company,yes,2026-04-05
3743,DELAYMAX FORTE 60MG (3 tab),Dapoxetine  60 mg,65,3 Tab,Pharmacare Company,yes,2026-04-05
2554,ORACORT  5GR OINT,Triamcinolone acetonide,21,tube,Alram Drug Store,yes,2026-04-05
2553,ORACORT E 5 GR OINT,"Triamcinolone acetonide 0.1% w/w, Lidocaine hydrochloride 3% w/w",42,TUBE,Alram Drug Store,yes,2026-04-05
2555,OTOMYCIN EAR DROPS 10 CC,Neomycin-phenylephrine HCL,27,EAR/DROP,Alram Drug Store,yes,2026-04-05
2570,MEROKEN NEW  3 LIT.,Polyethylene glylene,120,3 LIT.,Alram Drug Store,yes,2026-04-05
2635,MONOCORD 50MG 30 TAB S.R,Isosorbide Mononitrate,37,30 TAB S.R,Alram Drug Store,yes,2026-04-05
2601,NORMALAX OTC,Polythylene glycol,20,70 Gm,Alram Drug Store,yes,2026-04-05
2600,NORMALAX OTC 240G POWDER,POLYETHYLENE GLYCOL,60,240 Gm,Alram Drug Store,yes,2026-04-05
2571,OXACATIN SYR 120ML,Oxomemazine,29,SYRUP 120 CC,Alram Drug Store,yes,2026-04-05
2716,OXALIPLATINE 100 /  MYLAN,Oxaliplatin,392,1 VIAL,Alram Drug Store,yes,2026-04-05
2717,OXALIPLATINE  50 / MYLAN,Oxaliplatin,250,1 VIAL,Alram Drug Store,yes,2026-04-05
2621,SUMATRIDEX 100 MG 6 CAP,Sumatriptan as succinate,45,6 caps,Alram Drug Store,yes,2026-04-05
4543,SEVELAMER SACHET TARO 2.4G,SEVELAMER CARBONATE ANHYDROUS 2.4 G,465,60 SACHET,Alram Drug Store,yes,2026-04-05
3930,LATARO EYES DROPS    0.05 MG / 1 ML     2.5 ML,Latanoprost 0.005 %,34,2.5 ml,Alram Drug Store,yes,2026-04-05
3929,LATARO-TIM  	EYE DROPS   2.5 ML,Latanoprost 0.005 % & Timolol 0.5%,38,2.5 ml,Alram Drug Store,yes,2026-04-05
2589,PERCOCET TAB 5MG  20),Acetaminophen-Oxycodone,56,20 TAB,Alram Drug Store,yes,2026-04-05
2692,RISPERIDEX TAB 2MG IL 30),Risperidone 2 mg,51,30 TAB,Alram Drug Store,yes,2026-04-05
4571,‎PEMETREXED‎ ‎TARO‎ ‎VIAL‎ ‎500‎M,PEMETREXED 500MG,3720,1 VIAL,Alram Drug Store,yes,2026-04-05
4556,PEMETREXED TARO 100 MG VIAL,PEMETREXED 100 MG,744,1 VIAL,Alram Drug Store,yes,2026-04-05
1654,TANUP EYE DROPS 2.5 ML,LATANOPROST 50 MCG/ML,36,EYE DROPS,BPC,yes,2026-04-05
1628,RUFENAL 100 MG 12 SUPP.,DICLOFENAC SODIUM,27,12 supp,BPC,yes,2026-04-05
1607,PROFORT 1GM 1 VIAL,CEFTAZIDIME 1000 MG,35,1 VIAL,BPC,yes,2026-04-05
1601,PREDNILET 15 MG SYRUP 60 ML,PREDNISOLONE 15 MG,20,60 ML SYRUP,BPC,yes,2026-04-05
4786,HISTANYL SYRUP,PROMETHAZINE HYDROCHLORIDE 5 MG / 5 ML,22,110 ML,BPC,yes,2026-04-05
1465,DEFEROX  250 MG 30 TAB,DEFERASIROX,2000,30 tab,BPC,yes,2026-04-05
1434,CEFPO 100 MG 20 TAB,CEFPODOXIME PROXETIL 100 MG,70,20 tab,BPC,yes,2026-04-05
5584,AMITRIPTYLINE  TEVA 10 MG 28 TAB<span class='flash'> new </span>,AMITRIPTYLINE,12,28 TAB,Teva,yes,2026-04-05
2659,MICROPIRIN TAB 100MG  30),Acetylsalicylic acid,14,30 tab,Alram Drug Store,yes,2026-04-05
5566,ENOXAPARIN LEDRAXEN 8000 IU (80MG)/0.8ML	SYRINGE 10 PFS,enoxaparin sodium,280,10 PFS,True med,yes,2026-04-02
5564,ENOXAPARIN LEDRAXEN 4000 IU (40MG)/0.4ML SYRINGE 10 PFS,enoxaparin sodium,180,10 PFS,True med,yes,2026-04-02
5565,ENOXAPARIN LEDRAXEN 6000 IU (60MG)/0.6ML	SYRINGE 10 PFS,enoxaparin sodium,235,10 PFS,True med,yes,2026-04-02
5563,ENOXAPARIN LEDRAXEN 2000 IU (20MG)/0.2ML	SYRINGE  10 PFS,enoxaparin sodium,90,10 PFS,True med,yes,2026-04-02
4538,CEFTAZIDINE PANPHARMA 2G 10VIALS,CEFTAZIDIME 2GR,626,10 vial,True med,yes,2026-04-02
4198,REOLIN EFFERVESCENT 200MG 30 TAB,ACETYLCYSTEINE,30,30 TAB,True med,yes,2026-04-02
3425,FOSTER 100/6 MCG  PER ACTUATION INHALATION SOLUTION,Beclomethasone & Formoterol,137,120 Dose,TRANSMED PHARMA,yes,2026-04-02
4221,INHIXA 40,Enoxaparin,36,2 PFS,JePharm Drug Store,yes,2026-04-02
4222,INHIXA 60,Enoxaparin,47,2 PFS,JePharm Drug Store,yes,2026-04-02
3508,GEMNIL 1000,Gemcitabine HCL,256,1 VIAL,JePharm Drug Store,yes,2026-04-02
3507,GEMNIL 200,Gemcitabine HCL,58,1 VIAL,JePharm Drug Store,yes,2026-04-02
4220,INHIXA 20,Enoxaparin,18,2 PFS,JePharm Drug Store,yes,2026-04-02
4111,ABITREN Teva,Diclofenac,35,10 AMP,Teva,yes,2026-04-02
2802,ABITRENE  50MG  SUPP,Diclofenac sodium,14,10 SUPP,Teva,yes,2026-04-02
2806,ABITREXATE 50MG/2ML,Methotrexate,37,1 VIAL,Teva,yes,2026-04-02
5053,"Acamol Shappat Night 500mg, 15mg, 30mg, 2mg CAPLETS 14 CAPLETS","Paracetamol, Dextromethorphan, Pseudoephedrine, chlorpheniramine maleate",12,14 Caplets,Teva,yes,2026-04-02
2828,ACAMOLI BIG KIDS FRUTI250 SYRUP,Paracetamol,36,100 ML,Teva,yes,2026-04-02
2829,ACAMOLI BIG KIDS STR.250 SYRUP,Paracetamol,36,100 ML,Teva,yes,2026-04-02
2854,ALLERGYX TAB 10MG,loratidine,20,10 tab,Teva,yes,2026-04-02
5302,‎BETACALCIP‎ ‎TEVA‎ ‎TUBE‎ ‎30‎G,Calcipotriol 50 mcg / 1g  and Betamethasone (as diptopionate) 0.5 mg/1g,59,30 G,Teva,yes,2026-04-02
5774,ALLERGYX TABLET 20 TAB,Loratadine 10mg,38,20 TAB,Teva,yes,2026-04-02
5775,ALLERGYX TABLET 7 TAB,Loratadine 10mg,15,7 TAB,Teva,yes,2026-04-02
4725,AZACITIDINE TEVA 100 MG VIAL,AZACITIDINE,1212,1 VIAL,Teva,yes,2026-04-02
5303,‎BETACALCIP‎ ‎TEVA‎ ‎TUBE‎ ‎60‎G,Calcipotriol 50 mcg / 1g  and Betamethasone (as diptopionate) 0.5 mg/1g,113,60 G,Teva,yes,2026-04-02
2919,CAPECITABINE TEVA 500MG,CAPECITABINE,671,120 tab,Teva,yes,2026-04-02
2950,CLONEX 2MG TAB          `,Clonazepam,16,30 tab,Teva,yes,2026-04-02
4144,Donepezil Teva 10mg,Donepezil,66,30 TAB,Teva,yes,2026-04-02
4145,Donepezil Teva 5mg,Donepezil,66,30 TAB,Teva,yes,2026-04-02
2982,DOXORUBICIN  TEVA 50 MG/ 25 ML VIAL,DOXORUBICIN 2MG/ML,77,1 VIAL,Teva,yes,2026-04-02
